,enrollee_id,city_development_index,training_hours,target,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job
33,26966,0.92,82,0.0,49.0,0.0,0.0,3.0,0.0,5.0,21.0,1.0,5.0,4.0
34,26494,0.91,145,0.0,48.0,1.0,0.0,3.0,0.0,1.0,3.0,6.0,5.0,2.0
35,4866,0.92,206,0.0,5.0,1.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,1.0
36,12726,0.926,152,0.0,13.0,1.0,1.0,1.0,1.0,6.0,0.0,3.0,3.0,0.0
37,10164,0.926,42,1.0,13.0,1.0,0.0,3.0,3.0,5.0,21.0,1.0,5.0,3.0
38,8612,0.92,50,0.0,5.0,3.0,1.0,3.0,0.0,5.0,3.0,8.0,6.0,3.0
39,24659,0.884,106,0.0,99.0,1.0,1.0,3.0,5.0,6.0,13.0,8.0,6.0,6.0
40,2547,0.926,14,0.0,13.0,0.0,0.0,0.0,2.0,5.0,7.0,2.0,4.0,1.0
41,13854,0.924,36,0.0,6.0,1.0,0.0,3.0,1.0,6.0,14.0,0.0,5.0,1.0
42,31654,0.624,112,1.0,64.0,3.0,0.0,3.0,2.0,5.0,16.0,4.0,0.0,0.0
43,13643,0.6659999999999999,108,0.0,93.0,3.0,1.0,3.0,0.0,3.0,19.0,4.0,5.0,6.0
44,5590,0.624,7,1.0,64.0,1.0,0.0,1.0,2.0,5.0,19.0,6.0,5.0,2.0
45,22452,0.624,26,1.0,64.0,0.0,1.0,0.0,2.0,5.0,15.0,8.0,6.0,6.0
46,9006,0.624,87,1.0,64.0,1.0,0.0,3.0,0.0,5.0,15.0,1.0,5.0,6.0
47,25987,0.92,52,1.0,5.0,2.0,0.0,3.0,0.0,5.0,10.0,3.0,4.0,3.0
48,4476,0.5579999999999999,20,1.0,3.0,1.0,0.0,3.0,0.0,3.0,6.0,8.0,6.0,4.0
49,25103,0.923,21,0.0,112.0,1.0,0.0,3.0,0.0,5.0,2.0,0.0,5.0,0.0
50,5568,0.5579999999999999,92,1.0,3.0,1.0,1.0,3.0,0.0,5.0,14.0,8.0,6.0,0.0
51,2195,0.6659999999999999,102,0.0,93.0,1.0,0.0,3.0,0.0,5.0,1.0,1.0,5.0,1.0
52,30533,0.794,26,0.0,7.0,1.0,1.0,3.0,0.0,2.0,15.0,3.0,5.0,4.0
53,28512,0.924,7,0.0,6.0,3.0,0.0,3.0,2.0,5.0,13.0,7.0,0.0,1.0
54,1023,0.926,43,0.0,13.0,1.0,1.0,0.0,1.0,6.0,14.0,3.0,5.0,0.0
55,12253,0.924,45,0.0,6.0,1.0,0.0,3.0,0.0,5.0,21.0,1.0,5.0,0.0
56,25296,0.754,52,0.0,101.0,1.0,0.0,0.0,0.0,5.0,11.0,4.0,0.0,1.0
57,13238,0.92,19,0.0,5.0,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,1.0
58,13478,0.624,32,1.0,64.0,3.0,0.0,0.0,0.0,5.0,11.0,0.0,1.0,5.0
59,18578,0.767,26,1.0,50.0,1.0,0.0,3.0,0.0,2.0,21.0,1.0,5.0,4.0
60,29975,0.855,90,0.0,95.0,1.0,0.0,1.0,0.0,5.0,16.0,8.0,6.0,0.0
61,26516,0.939,25,0.0,103.0,1.0,0.0,3.0,0.0,5.0,16.0,1.0,5.0,2.0
62,24690,0.8270000000000001,15,0.0,78.0,3.0,0.0,2.0,2.0,5.0,4.0,7.0,6.0,0.0
63,8433,0.887,48,0.0,2.0,1.0,0.0,3.0,2.0,2.0,21.0,1.0,5.0,4.0
64,9572,0.55,98,0.0,11.0,3.0,1.0,0.0,1.0,6.0,13.0,8.0,6.0,5.0
65,5878,0.865,142,1.0,118.0,1.0,0.0,3.0,0.0,5.0,1.0,4.0,5.0,1.0
66,25695,0.855,13,0.0,95.0,2.0,1.0,3.0,2.0,2.0,14.0,3.0,5.0,3.0
67,9645,0.91,47,0.0,48.0,1.0,0.0,3.0,0.0,5.0,6.0,8.0,6.0,4.0
68,12730,0.91,28,0.0,48.0,0.0,0.0,3.0,2.0,2.0,5.0,5.0,4.0,0.0
69,4830,0.698,228,1.0,116.0,3.0,1.0,2.0,5.0,6.0,11.0,8.0,5.0,6.0
70,20970,0.6659999999999999,22,0.0,93.0,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,3.0
71,17271,0.624,18,1.0,64.0,1.0,1.0,0.0,0.0,5.0,20.0,8.0,6.0,6.0
72,12731,0.8270000000000001,29,0.0,26.0,1.0,0.0,3.0,0.0,5.0,11.0,0.0,5.0,0.0
73,10908,0.855,46,0.0,95.0,1.0,0.0,3.0,2.0,5.0,15.0,1.0,6.0,0.0
74,29117,0.55,12,0.0,11.0,3.0,1.0,0.0,0.0,5.0,20.0,8.0,6.0,6.0
75,3686,0.92,17,0.0,5.0,3.0,0.0,3.0,0.0,5.0,15.0,1.0,5.0,1.0
76,22683,0.893,65,0.0,74.0,1.0,0.0,3.0,2.0,5.0,15.0,4.0,5.0,1.0
77,22134,0.92,35,0.0,5.0,1.0,1.0,3.0,0.0,2.0,13.0,1.0,5.0,0.0
78,31765,0.855,14,0.0,95.0,1.0,1.0,0.0,0.0,5.0,19.0,3.0,5.0,2.0
79,31449,0.92,4,0.0,5.0,0.0,0.0,3.0,2.0,5.0,11.0,7.0,0.0,0.0
80,5987,0.92,12,0.0,5.0,1.0,0.0,3.0,0.0,5.0,6.0,4.0,5.0,4.0
81,21762,0.92,108,0.0,49.0,1.0,0.0,3.0,0.0,5.0,21.0,4.0,5.0,1.0
82,22070,0.92,136,0.0,5.0,1.0,1.0,3.0,0.0,5.0,21.0,8.0,6.0,0.0
83,25413,0.92,27,0.0,5.0,1.0,0.0,3.0,0.0,5.0,15.0,0.0,6.0,0.0
84,5902,0.7959999999999999,74,0.0,63.0,3.0,0.0,1.0,2.0,5.0,14.0,4.0,1.0,0.0
85,28403,0.884,86,0.0,99.0,1.0,0.0,3.0,0.0,5.0,6.0,0.0,0.0,0.0
86,30937,0.866,83,0.0,89.0,0.0,1.0,1.0,0.0,5.0,20.0,0.0,5.0,1.0
87,28751,0.92,75,0.0,5.0,3.0,1.0,0.0,1.0,6.0,14.0,8.0,6.0,2.0
88,29290,0.698,42,0.0,43.0,1.0,1.0,0.0,2.0,5.0,2.0,8.0,4.0,1.0
89,32401,0.92,332,0.0,5.0,0.0,0.0,3.0,0.0,5.0,16.0,1.0,6.0,0.0
90,19128,0.913,140,0.0,91.0,1.0,1.0,0.0,0.0,5.0,14.0,8.0,6.0,5.0
91,29036,0.91,182,0.0,48.0,1.0,1.0,3.0,1.0,6.0,13.0,8.0,6.0,6.0
92,16869,0.92,13,1.0,5.0,0.0,1.0,3.0,0.0,2.0,13.0,1.0,5.0,0.0
93,10497,0.682,172,1.0,61.0,3.0,0.0,3.0,0.0,5.0,15.0,0.0,5.0,1.0
94,18099,0.92,48,0.0,5.0,3.0,0.0,3.0,0.0,5.0,1.0,1.0,2.0,0.0
95,12081,0.802,33,0.0,94.0,1.0,0.0,0.0,0.0,5.0,19.0,4.0,5.0,0.0
96,7364,0.92,142,0.0,49.0,3.0,1.0,0.0,1.0,6.0,11.0,1.0,5.0,0.0
97,11184,0.579,34,0.0,102.0,3.0,1.0,0.0,0.0,5.0,11.0,1.0,5.0,0.0
98,7016,0.802,14,1.0,94.0,1.0,0.0,3.0,0.0,5.0,16.0,4.0,5.0,1.0
99,8695,0.55,27,1.0,11.0,1.0,0.0,3.0,0.0,5.0,16.0,0.0,5.0,1.0
100,6172,0.55,24,1.0,11.0,1.0,0.0,3.0,0.0,5.0,18.0,1.0,5.0,0.0
101,14672,0.878,150,0.0,55.0,3.0,1.0,3.0,2.0,5.0,21.0,8.0,6.0,0.0
102,18257,0.92,20,0.0,5.0,0.0,0.0,3.0,0.0,5.0,2.0,5.0,2.0,4.0
103,24493,0.92,140,0.0,5.0,3.0,0.0,3.0,0.0,5.0,15.0,5.0,6.0,0.0
104,1180,0.91,52,0.0,48.0,1.0,0.0,3.0,0.0,5.0,3.0,6.0,5.0,0.0
105,28627,0.939,160,0.0,103.0,1.0,0.0,3.0,0.0,5.0,21.0,4.0,5.0,1.0
106,8168,0.897,3,0.0,30.0,1.0,0.0,3.0,2.0,5.0,19.0,6.0,5.0,1.0
107,10473,0.624,2,1.0,64.0,1.0,0.0,3.0,0.0,5.0,11.0,7.0,5.0,1.0
108,25349,0.91,28,0.0,48.0,1.0,0.0,3.0,0.0,5.0,21.0,2.0,5.0,4.0
109,5220,0.754,46,0.0,101.0,1.0,0.0,3.0,0.0,4.0,21.0,8.0,6.0,3.0
110,4789,0.855,210,0.0,95.0,1.0,0.0,3.0,0.0,5.0,18.0,4.0,5.0,0.0
111,11338,0.926,36,0.0,13.0,1.0,0.0,3.0,0.0,5.0,1.0,7.0,5.0,0.0
112,27963,0.949,160,1.0,121.0,1.0,1.0,0.0,0.0,5.0,14.0,8.0,6.0,0.0
113,8571,0.624,101,0.0,64.0,1.0,0.0,0.0,0.0,5.0,11.0,0.0,2.0,1.0
114,16303,0.926,46,0.0,13.0,1.0,0.0,3.0,2.0,5.0,16.0,4.0,6.0,0.0
115,20576,0.925,19,0.0,120.0,1.0,0.0,3.0,0.0,5.0,21.0,2.0,5.0,4.0
116,32966,0.624,26,1.0,64.0,1.0,0.0,3.0,0.0,5.0,13.0,1.0,5.0,1.0
117,21199,0.698,90,0.0,116.0,3.0,0.0,0.0,0.0,5.0,17.0,7.0,2.0,0.0
118,18819,0.8959999999999999,59,0.0,85.0,1.0,0.0,3.0,0.0,5.0,19.0,7.0,5.0,3.0
119,14199,0.92,260,0.0,49.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0
120,7666,0.624,74,0.0,64.0,0.0,0.0,3.0,0.0,5.0,2.0,4.0,5.0,4.0
121,13915,0.91,20,1.0,48.0,1.0,0.0,3.0,3.0,5.0,21.0,1.0,5.0,1.0
122,10555,0.878,8,0.0,55.0,1.0,0.0,3.0,0.0,5.0,3.0,1.0,5.0,1.0
123,16040,0.92,131,0.0,5.0,1.0,0.0,3.0,0.0,5.0,16.0,1.0,5.0,0.0
124,32826,0.836,45,0.0,31.0,1.0,0.0,0.0,2.0,5.0,17.0,8.0,6.0,0.0
125,13253,0.693,109,0.0,111.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,5.0,1.0
126,15637,0.855,70,0.0,95.0,1.0,0.0,3.0,0.0,2.0,13.0,1.0,5.0,0.0
127,28074,0.92,17,0.0,5.0,0.0,0.0,3.0,0.0,5.0,21.0,1.0,2.0,4.0
128,23012,0.92,51,0.0,5.0,0.0,1.0,3.0,2.0,5.0,6.0,4.0,5.0,0.0
129,16110,0.92,60,1.0,5.0,0.0,0.0,3.0,0.0,5.0,16.0,4.0,5.0,2.0
130,3921,0.893,4,0.0,74.0,3.0,1.0,3.0,3.0,5.0,21.0,2.0,4.0,4.0
131,24530,0.926,7,0.0,13.0,1.0,1.0,3.0,0.0,5.0,3.0,1.0,5.0,4.0
132,1924,0.804,164,0.0,4.0,3.0,0.0,3.0,2.0,5.0,21.0,1.0,5.0,2.0
133,32776,0.6659999999999999,290,0.0,93.0,1.0,0.0,3.0,0.0,5.0,12.0,8.0,6.0,3.0
134,1907,0.804,145,0.0,4.0,1.0,1.0,3.0,1.0,6.0,11.0,7.0,2.0,6.0
135,23947,0.92,70,0.0,5.0,3.0,1.0,3.0,3.0,5.0,22.0,8.0,6.0,5.0
136,3116,0.624,24,0.0,64.0,1.0,1.0,3.0,5.0,6.0,13.0,8.0,6.0,0.0
137,24829,0.92,133,1.0,5.0,1.0,1.0,3.0,2.0,2.0,13.0,3.0,5.0,0.0
138,30488,0.55,20,0.0,11.0,3.0,1.0,0.0,0.0,5.0,11.0,8.0,6.0,0.0
139,1265,0.92,76,0.0,5.0,1.0,0.0,3.0,0.0,5.0,1.0,7.0,1.0,0.0
140,22098,0.698,21,1.0,116.0,0.0,1.0,0.0,2.0,5.0,15.0,8.0,6.0,3.0
141,13342,0.624,34,0.0,64.0,0.0,0.0,3.0,0.0,4.0,18.0,6.0,5.0,1.0
142,24608,0.92,15,0.0,49.0,1.0,1.0,3.0,0.0,5.0,19.0,7.0,5.0,1.0
143,20081,0.866,156,0.0,89.0,1.0,1.0,3.0,0.0,5.0,21.0,8.0,6.0,4.0
144,24796,0.92,15,0.0,5.0,1.0,0.0,3.0,0.0,5.0,21.0,6.0,5.0,4.0
145,7777,0.926,120,0.0,13.0,3.0,0.0,3.0,2.0,5.0,21.0,8.0,6.0,6.0
146,22718,0.769,47,0.0,45.0,3.0,0.0,3.0,0.0,3.0,5.0,3.0,6.0,4.0
147,1261,0.754,100,1.0,101.0,1.0,0.0,3.0,0.0,5.0,3.0,8.0,6.0,1.0
148,3396,0.855,102,0.0,95.0,1.0,0.0,1.0,0.0,5.0,16.0,5.0,5.0,6.0
149,4283,0.92,52,0.0,5.0,1.0,1.0,3.0,1.0,6.0,14.0,8.0,6.0,6.0
150,18998,0.926,39,0.0,13.0,3.0,0.0,3.0,1.0,6.0,19.0,0.0,6.0,3.0
151,2003,0.92,112,1.0,5.0,1.0,0.0,0.0,1.0,6.0,14.0,8.0,6.0,0.0
152,31786,0.92,14,0.0,5.0,1.0,1.0,3.0,3.0,5.0,21.0,4.0,5.0,4.0
153,8241,0.91,4,0.0,48.0,3.0,0.0,3.0,5.0,6.0,2.0,8.0,6.0,0.0
154,12154,0.91,55,0.0,48.0,3.0,0.0,3.0,2.0,0.0,21.0,2.0,2.0,4.0
155,23455,0.624,49,1.0,64.0,1.0,0.0,3.0,0.0,5.0,16.0,3.0,5.0,3.0
156,19882,0.91,72,0.0,48.0,1.0,0.0,3.0,0.0,5.0,6.0,8.0,6.0,4.0
157,28817,0.925,141,1.0,114.0,1.0,0.0,0.0,0.0,5.0,5.0,6.0,5.0,2.0
158,4656,0.926,28,0.0,13.0,1.0,1.0,3.0,1.0,6.0,16.0,8.0,5.0,6.0
159,7280,0.92,6,0.0,5.0,1.0,0.0,3.0,0.0,5.0,4.0,3.0,5.0,0.0
160,16903,0.92,125,0.0,5.0,1.0,0.0,3.0,0.0,3.0,8.0,6.0,5.0,0.0
161,13333,0.939,326,0.0,103.0,3.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,6.0
162,26241,0.92,33,0.0,5.0,1.0,0.0,3.0,0.0,4.0,21.0,1.0,5.0,1.0
163,12381,0.804,40,0.0,4.0,3.0,1.0,3.0,2.0,5.0,16.0,3.0,5.0,4.0
164,4064,0.92,198,1.0,49.0,3.0,0.0,3.0,0.0,5.0,9.0,8.0,6.0,0.0
165,32092,0.92,55,0.0,5.0,0.0,0.0,3.0,2.0,5.0,6.0,3.0,5.0,4.0
166,3766,0.698,32,0.0,42.0,1.0,1.0,3.0,0.0,5.0,21.0,5.0,5.0,4.0
167,30496,0.92,11,0.0,5.0,1.0,0.0,3.0,0.0,0.0,21.0,1.0,5.0,4.0
168,7189,0.754,41,0.0,101.0,1.0,0.0,3.0,0.0,5.0,21.0,7.0,5.0,0.0
169,29497,0.92,87,1.0,5.0,1.0,0.0,3.0,2.0,5.0,21.0,3.0,4.0,4.0
170,31593,0.855,114,0.0,95.0,1.0,0.0,3.0,2.0,5.0,1.0,1.0,5.0,3.0
171,12384,0.698,33,0.0,98.0,3.0,0.0,2.0,5.0,6.0,21.0,8.0,6.0,4.0
172,11986,0.698,15,0.0,116.0,1.0,0.0,1.0,2.0,5.0,15.0,7.0,0.0,0.0
173,31033,0.91,8,0.0,48.0,3.0,1.0,0.0,1.0,6.0,13.0,8.0,6.0,0.0
174,14835,0.878,22,0.0,55.0,0.0,0.0,1.0,1.0,6.0,11.0,1.0,2.0,0.0
175,3728,0.92,13,0.0,5.0,1.0,0.0,3.0,2.0,5.0,21.0,6.0,5.0,3.0
176,3024,0.949,246,0.0,121.0,1.0,0.0,3.0,0.0,5.0,21.0,7.0,4.0,0.0
177,23508,0.92,22,0.0,5.0,1.0,0.0,3.0,2.0,5.0,19.0,0.0,5.0,0.0
178,29457,0.92,81,0.0,5.0,1.0,0.0,3.0,2.0,5.0,21.0,7.0,1.0,0.0
179,12297,0.7759999999999999,11,0.0,56.0,3.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0
180,27708,0.698,24,1.0,119.0,1.0,1.0,0.0,0.0,5.0,15.0,6.0,6.0,5.0
181,3065,0.92,50,0.0,5.0,1.0,0.0,3.0,0.0,5.0,21.0,1.0,1.0,0.0
182,29226,0.924,15,0.0,6.0,1.0,1.0,0.0,1.0,6.0,16.0,8.0,6.0,6.0
183,5493,0.939,31,0.0,70.0,1.0,0.0,3.0,2.0,5.0,21.0,0.0,5.0,4.0
184,2891,0.926,84,0.0,13.0,1.0,0.0,3.0,2.0,5.0,21.0,4.0,5.0,6.0
185,32509,0.897,42,0.0,30.0,1.0,0.0,1.0,0.0,5.0,14.0,3.0,5.0,0.0
186,31841,0.624,105,1.0,64.0,3.0,0.0,3.0,0.0,5.0,1.0,0.0,5.0,4.0
187,907,0.92,72,0.0,5.0,0.0,0.0,3.0,0.0,5.0,21.0,4.0,5.0,4.0
188,29526,0.789,42,1.0,14.0,1.0,0.0,3.0,0.0,5.0,5.0,0.0,5.0,4.0
189,10956,0.698,152,0.0,119.0,1.0,0.0,3.0,0.0,5.0,6.0,4.0,0.0,0.0
190,26099,0.92,60,0.0,5.0,1.0,0.0,3.0,0.0,5.0,3.0,3.0,5.0,0.0
191,26163,0.624,8,0.0,64.0,1.0,1.0,0.0,2.0,5.0,11.0,8.0,6.0,6.0
192,4120,0.91,17,1.0,48.0,1.0,1.0,0.0,2.0,5.0,4.0,8.0,6.0,2.0
193,7335,0.923,33,0.0,112.0,1.0,1.0,3.0,1.0,6.0,0.0,8.0,6.0,0.0
194,706,0.91,38,0.0,48.0,1.0,0.0,3.0,2.0,5.0,14.0,1.0,1.0,6.0
195,9890,0.92,178,0.0,5.0,1.0,0.0,3.0,0.0,2.0,5.0,7.0,0.0,1.0
196,32683,0.92,11,0.0,49.0,1.0,0.0,3.0,0.0,5.0,6.0,4.0,5.0,0.0
197,27104,0.893,87,0.0,74.0,1.0,0.0,3.0,1.0,6.0,21.0,8.0,6.0,6.0
198,7731,0.802,84,0.0,94.0,1.0,0.0,3.0,0.0,5.0,4.0,8.0,6.0,6.0
199,31943,0.884,32,0.0,99.0,1.0,0.0,3.0,0.0,5.0,21.0,1.0,0.0,1.0
200,22899,0.887,31,1.0,2.0,3.0,0.0,3.0,2.0,5.0,19.0,1.0,5.0,0.0
201,33339,0.624,39,0.0,64.0,1.0,1.0,3.0,0.0,5.0,11.0,5.0,4.0,0.0
202,20866,0.775,12,0.0,90.0,3.0,0.0,3.0,0.0,5.0,17.0,0.0,5.0,0.0
203,21634,0.624,50,0.0,64.0,3.0,0.0,0.0,0.0,5.0,15.0,3.0,5.0,0.0
204,29529,0.903,55,1.0,51.0,1.0,0.0,3.0,0.0,5.0,13.0,1.0,5.0,0.0
205,4478,0.55,7,1.0,11.0,3.0,0.0,3.0,0.0,5.0,15.0,4.0,5.0,5.0
206,32095,0.92,104,0.0,5.0,1.0,0.0,3.0,2.0,2.0,11.0,4.0,0.0,0.0
207,18272,0.92,90,1.0,49.0,3.0,0.0,0.0,0.0,1.0,21.0,8.0,6.0,4.0
208,30098,0.92,8,0.0,5.0,1.0,0.0,3.0,2.0,4.0,21.0,1.0,5.0,4.0
209,23825,0.624,102,0.0,64.0,1.0,1.0,0.0,0.0,5.0,11.0,8.0,6.0,6.0
210,7672,0.624,202,1.0,64.0,3.0,0.0,3.0,2.0,5.0,20.0,0.0,5.0,0.0
211,5633,0.555,22,0.0,39.0,3.0,0.0,3.0,0.0,5.0,14.0,1.0,5.0,0.0
212,30695,0.624,42,0.0,64.0,1.0,1.0,0.0,0.0,5.0,13.0,8.0,5.0,6.0
213,5573,0.92,50,0.0,49.0,3.0,1.0,3.0,4.0,6.0,14.0,8.0,5.0,6.0
214,24936,0.624,88,0.0,64.0,1.0,0.0,3.0,2.0,5.0,13.0,4.0,1.0,0.0
215,397,0.754,81,0.0,101.0,3.0,0.0,3.0,0.0,5.0,15.0,2.0,5.0,3.0
216,31602,0.92,7,0.0,5.0,1.0,0.0,3.0,2.0,5.0,21.0,3.0,5.0,0.0
217,5278,0.624,218,0.0,64.0,1.0,1.0,3.0,5.0,6.0,13.0,8.0,5.0,6.0
218,16814,0.91,62,0.0,48.0,1.0,0.0,3.0,0.0,5.0,21.0,3.0,5.0,4.0
219,19249,0.92,83,0.0,5.0,1.0,0.0,3.0,0.0,5.0,16.0,4.0,5.0,0.0
220,9475,0.939,11,0.0,70.0,1.0,0.0,3.0,0.0,5.0,19.0,2.0,5.0,4.0
221,4865,0.926,10,0.0,13.0,1.0,1.0,1.0,3.0,5.0,21.0,4.0,6.0,4.0
222,20881,0.939,114,0.0,70.0,1.0,0.0,3.0,2.0,5.0,1.0,2.0,5.0,0.0
223,21563,0.624,36,0.0,64.0,3.0,0.0,3.0,2.0,5.0,13.0,4.0,5.0,0.0
224,25114,0.804,17,0.0,4.0,3.0,1.0,2.0,2.0,5.0,16.0,0.0,5.0,0.0
225,26002,0.91,80,1.0,48.0,1.0,1.0,0.0,0.0,5.0,11.0,8.0,6.0,6.0
226,8528,0.92,108,0.0,49.0,1.0,0.0,1.0,0.0,5.0,21.0,4.0,4.0,4.0
227,6141,0.92,45,0.0,5.0,1.0,0.0,3.0,0.0,5.0,11.0,1.0,5.0,1.0
228,27667,0.92,77,0.0,5.0,1.0,1.0,0.0,0.0,5.0,15.0,8.0,6.0,6.0
229,2821,0.926,8,0.0,13.0,1.0,0.0,3.0,2.0,5.0,6.0,1.0,5.0,1.0
230,21216,0.878,28,0.0,55.0,3.0,1.0,3.0,0.0,5.0,15.0,8.0,6.0,0.0
231,25495,0.727,37,0.0,36.0,0.0,0.0,3.0,0.0,5.0,19.0,1.0,1.0,4.0
232,20791,0.91,108,1.0,48.0,3.0,1.0,0.0,0.0,5.0,11.0,8.0,6.0,1.0
233,28015,0.92,162,0.0,5.0,1.0,0.0,3.0,0.0,5.0,4.0,5.0,5.0,1.0
234,10685,0.754,41,0.0,101.0,3.0,0.0,0.0,1.0,6.0,19.0,8.0,6.0,4.0
235,405,0.903,4,0.0,51.0,1.0,0.0,3.0,2.0,5.0,10.0,1.0,5.0,3.0
236,13891,0.884,41,0.0,99.0,0.0,1.0,3.0,3.0,5.0,13.0,2.0,4.0,0.0
237,33050,0.903,12,0.0,51.0,3.0,0.0,3.0,0.0,5.0,8.0,3.0,5.0,1.0
238,399,0.92,190,0.0,5.0,1.0,0.0,3.0,0.0,5.0,21.0,4.0,5.0,0.0
239,8202,0.624,29,1.0,64.0,3.0,0.0,3.0,0.0,5.0,17.0,4.0,5.0,4.0
240,8751,0.92,11,0.0,5.0,1.0,0.0,3.0,0.0,5.0,16.0,1.0,4.0,0.0
241,20744,0.92,30,0.0,5.0,1.0,1.0,0.0,1.0,6.0,13.0,3.0,5.0,0.0
242,25380,0.92,39,0.0,5.0,1.0,0.0,3.0,2.0,5.0,4.0,1.0,6.0,4.0
243,24617,0.804,16,0.0,4.0,1.0,0.0,0.0,1.0,6.0,19.0,8.0,6.0,0.0
244,12509,0.926,5,0.0,13.0,1.0,1.0,3.0,0.0,5.0,21.0,4.0,5.0,4.0
245,25473,0.698,39,0.0,68.0,1.0,1.0,0.0,1.0,6.0,18.0,8.0,6.0,6.0
246,13083,0.926,29,0.0,13.0,1.0,0.0,3.0,2.0,5.0,1.0,4.0,5.0,4.0
247,12454,0.624,210,0.0,64.0,3.0,0.0,0.0,2.0,5.0,14.0,4.0,2.0,1.0
248,3500,0.92,54,0.0,5.0,2.0,1.0,1.0,1.0,6.0,16.0,4.0,1.0,0.0
249,15922,0.92,44,0.0,49.0,1.0,0.0,3.0,0.0,5.0,19.0,4.0,5.0,2.0
